Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
33.0,0,3,4,22.612823544918367,0,2,10.0,42.0,89.0,18.0,Medium
42.0,0,3,0,11.209384934366092,0,1,10.0,165.0,34.0,5.0,High
46.0,1,4,0,14.415226717281538,0,0,7.0,149.0,41.0,29.0,Medium
23.0,1,3,3,9.892897712306148,0,0,1.0,98.0,36.0,42.0,Low
46.0,1,1,2,16.398935157473495,0,0,9.0,82.0,82.0,26.0,Medium
19.0,1,3,3,1.81024124419646,0,0,19.0,44.0,27.0,26.0,Medium
24.0,1,3,1,13.82992561863061,0,1,18.0,39.0,30.0,41.0,Medium
20.0,1,2,3,3.726806252230011,1,0,1.0,117.0,13.0,1.0,Low
26.0,0,3,4,5.346755820444154,0,1,0.0,49.0,20.0,4.0,Low
43.0,1,1,3,10.708958177838047,0,2,10.0,167.0,68.0,49.0,High
16.0,1,1,1,17.546792233103233,0,1,4.0,166.0,41.0,23.0,High
37.0,1,3,0,20.917329598175705,1,1,19.0,168.0,16.0,36.0,High
24.0,1,1,2,14.30745843434156,0,0,5.0,88.0,47.0,39.0,Medium
45.0,1,0,1,23.88741403666168,0,0,16.0,166.0,66.0,20.0,High
15.0,1,0,1,22.593442782839524,0,2,4.0,133.0,59.0,36.0,Medium
49.0,1,3,1,7.179180131356713,0,0,5.0,45.0,19.0,26.0,Low
33.0,0,3,3,11.886428762897095,0,0,17.0,51.0,37.0,7.0,Medium
43.0,1,3,0,17.30975814628208,0,2,15.0,100.0,49.0,37.0,High
43.0,0,3,2,17.705433150887643,0,0,18.0,14.0,40.0,17.0,Low
26.0,0,3,0,22.66921815378841,0,1,10.0,78.0,2.0,17.0,Medium
37.0,1,3,4,0.5599680052826974,1,2,11.0,118.0,38.0,39.0,Medium
43.0,0,3,0,2.0987198217563456,0,0,16.0,172.0,85.0,27.0,High
17.0,1,0,1,14.7301546704607,0,2,9.0,58.0,33.0,29.0,Medium
21.0,1,1,1,19.54546763456458,0,0,9.0,107.0,28.0,0.0,Medium
45.0,0,3,1,22.901426476849192,1,1,7.0,43.0,90.0,12.0,Medium
43.0,0,3,2,16.028385624499318,0,0,5.0,43.0,89.0,14.0,Low
47.0,1,3,4,20.471479389832684,0,0,11.0,148.0,94.0,9.0,High
45.0,1,3,4,8.638847585829298,0,0,0.0,100.0,77.0,39.0,Low
30.0,0,1,4,3.785411169935824,0,0,14.0,95.0,29.0,38.0,Medium
40.0,1,3,4,10.191075903379934,0,0,16.0,142.0,41.0,27.0,High
22.0,0,0,0,21.45623247955976,1,0,13.0,12.0,40.0,11.0,Low
41.0,0,1,1,14.376096096862446,0,1,6.0,144.0,13.0,32.0,Low
21.0,0,0,3,10.382672913069072,0,0,14.0,111.0,,3.0,High
41.0,1,3,3,0.048433204025601,0,0,10.0,160.0,7.0,31.0,High
37.0,1,3,4,15.9995924594961,1,0,8.0,174.0,47.0,28.0,High
19.0,1,3,4,14.098149065721396,0,1,2.0,139.0,45.0,47.0,Medium
16.0,1,1,1,23.63312779562697,0,1,3.0,176.0,7.0,12.0,Medium
38.0,0,0,3,20.467757405002875,1,2,9.0,11.0,6.0,1.0,Low
37.0,0,1,3,21.05901668839167,0,1,7.0,61.0,72.0,35.0,Medium
30.0,0,4,2,12.346363101091256,0,2,14.0,142.0,91.0,47.0,High
41.0,1,1,3,10.235550686586263,1,2,18.0,79.0,98.0,32.0,High
27.0,0,3,2,10.716545946350042,0,1,0.0,117.0,44.0,26.0,Low
36.0,0,1,1,9.403863855194285,0,1,12.0,105.0,67.0,11.0,Medium
39.0,1,1,4,2.4071938721513675,0,0,3.0,16.0,82.0,29.0,Low
32.0,0,3,3,10.869597263796976,1,2,17.0,141.0,88.0,47.0,High
47.0,1,1,3,16.395529245990353,1,1,19.0,101.0,46.0,26.0,High
37.0,0,3,2,20.32270738010577,0,1,4.0,126.0,66.0,22.0,Medium
26.0,1,2,1,17.19230372656346,0,2,,37.0,26.0,33.0,Medium
19.0,0,3,0,9.960677699718367,1,0,18.0,134.0,60.0,11.0,High
25.0,1,0,3,5.425706870677339,2,0,9.0,99.0,35.0,36.0,Medium
48.0,0,3,4,0.9869890583395522,0,2,11.0,116.0,53.0,42.0,Medium
40.0,2,1,0,1.354730944210508,0,0,16.0,47.0,61.0,7.0,Medium
44.0,1,3,4,19.12470801227707,0,2,17.0,17.0,,48.0,Medium
44.0,0,3,4,15.05381833168851,0,2,13.0,120.0,36.0,38.0,High
19.0,0,3,4,8.617248852975756,0,2,6.0,179.0,51.0,12.0,Medium
19.0,1,3,1,21.063948418992418,0,0,7.0,169.0,88.0,27.0,Medium
40.0,1,2,2,1.721795486049606,0,0,13.0,58.0,45.0,11.0,Medium
41.0,1,1,1,9.29943309767694,0,2,14.0,106.0,4.0,19.0,High
36.0,1,0,1,11.518542548704794,0,1,18.0,142.0,93.0,20.0,High
41.0,1,0,1,4.213407305403043,1,0,4.0,72.0,23.0,0.0,Low
35.0,1,2,2,19.398210617079773,0,1,15.0,10.0,37.0,6.0,Medium
36.0,1,3,3,19.177427707272905,0,2,8.0,154.0,1.0,45.0,Medium
37.0,1,0,0,11.959565271521578,0,0,8.0,74.0,47.0,2.0,Medium
25.0,1,3,4,7.26803880393654,0,0,9.0,147.0,,27.0,High
35.0,1,1,2,13.607351402874947,0,0,14.0,24.0,47.0,10.0,Medium
17.0,0,0,1,0.3523708996520112,0,1,11.0,51.0,17.0,2.0,Medium
17.0,0,3,2,3.5450307090082296,0,2,3.0,111.0,96.0,33.0,High
47.0,1,0,4,,1,1,12.0,82.0,11.0,24.0,Medium
46.0,1,0,3,23.431209384457325,0,0,14.0,13.0,67.0,27.0,Low
36.0,0,1,1,7.732477979616133,0,1,19.0,36.0,16.0,38.0,Medium
45.0,1,1,2,5.998115182924692,0,0,2.0,52.0,,30.0,Low
17.0,1,0,1,11.941515160518891,0,2,0.0,129.0,57.0,27.0,Low
36.0,0,3,4,4.064214364818075,0,1,16.0,34.0,97.0,8.0,Medium
37.0,1,0,0,12.02591510584703,1,2,11.0,167.0,58.0,3.0,High
33.0,0,1,0,17.298325726766944,0,2,11.0,111.0,17.0,36.0,Medium
20.0,1,3,3,1.3228986769925406,0,0,9.0,34.0,40.0,1.0,Low
16.0,1,3,4,19.875609172660496,0,2,14.0,128.0,37.0,15.0,Medium
38.0,1,0,4,13.509798975239416,0,2,2.0,109.0,46.0,28.0,Low
48.0,0,3,0,22.177304109661414,0,0,0.0,48.0,19.0,49.0,Low
32.0,0,0,3,2.710023486632495,0,0,6.0,126.0,99.0,12.0,Medium
47.0,0,1,2,13.717060846370806,0,2,19.0,137.0,13.0,12.0,High
30.0,0,0,3,14.530518592093308,0,2,16.0,50.0,57.0,42.0,Medium
33.0,1,3,4,2.3842218052522224,2,0,1.0,136.0,14.0,28.0,Low
18.0,0,2,4,13.83291108570024,1,2,4.0,22.0,51.0,34.0,Low
38.0,1,0,0,8.388265473384516,0,1,6.0,48.0,47.0,9.0,Low
23.0,1,3,0,17.31783322513459,0,0,14.0,126.0,44.0,27.0,Low
30.0,0,3,3,6.171752576326655,0,0,7.0,129.0,56.0,7.0,Medium
49.0,1,0,0,7.935720539454996,0,1,7.0,156.0,51.0,37.0,Medium
15.0,0,1,1,12.33777967840664,0,0,8.0,115.0,33.0,23.0,Medium
28.0,1,3,4,8.352818337158258,0,0,7.0,105.0,37.0,1.0,Medium
24.0,0,2,1,19.162473651255432,0,1,8.0,33.0,75.0,26.0,Medium
47.0,1,1,4,3.7328720805225686,0,0,9.0,37.0,12.0,40.0,Medium
35.0,1,3,0,23.84647971202036,0,0,6.0,156.0,4.0,21.0,Medium
35.0,1,3,4,6.229962311823006,0,2,13.0,133.0,84.0,46.0,High
39.0,1,3,0,5.895760945834602,0,0,1.0,168.0,25.0,36.0,Low
44.0,1,1,1,6.6533611284045335,0,2,13.0,62.0,31.0,5.0,Medium
27.0,0,3,1,10.89233251878672,0,1,1.0,89.0,36.0,28.0,Low
33.0,1,0,2,14.61780795437743,0,0,10.0,98.0,65.0,39.0,Medium
39.0,1,2,4,14.620204480940702,0,1,5.0,136.0,32.0,45.0,Medium
25.0,1,0,3,20.95138436504008,1,0,14.0,118.0,49.0,20.0,High
15.0,0,0,1,16.63701599258837,0,2,8.0,123.0,25.0,40.0,Medium
36.0,0,2,1,13.740977602077844,0,0,5.0,112.0,90.0,33.0,Medium
19.0,0,2,3,2.529414811161745,0,1,5.0,160.0,48.0,16.0,Medium
48.0,0,0,4,10.26502899873395,0,2,12.0,61.0,57.0,31.0,Medium
29.0,0,0,0,21.9315387008811,1,0,19.0,154.0,72.0,12.0,High
48.0,1,1,0,21.452997203994077,0,2,12.0,137.0,12.0,47.0,High
38.0,1,3,5,2.072136139810977,1,1,9.0,,1.0,7.0,Medium
29.0,1,3,1,23.81023960415512,0,1,8.0,36.0,36.0,46.0,Medium
30.0,0,3,1,11.25990258792025,0,2,2.0,20.0,6.0,23.0,Low
44.0,1,1,1,2.612818019517185,0,0,17.0,95.0,50.0,49.0,High
39.0,1,0,3,14.618021457622763,0,1,14.0,25.0,16.0,0.0,Low
24.0,0,1,0,13.713339857351324,1,1,17.0,172.0,11.0,4.0,High
45.0,1,0,0,18.808440587720096,1,1,16.0,141.0,27.0,9.0,High
22.0,1,0,2,3.814655422268028,1,0,19.0,170.0,79.0,2.0,High
15.0,0,1,3,20.08295315320078,0,2,12.0,,93.0,40.0,Medium
21.0,1,0,1,16.524241658325774,0,0,2.0,174.0,14.0,11.0,Medium
44.0,1,0,4,21.86509013283739,0,1,15.0,112.0,21.0,6.0,High
47.0,0,0,4,23.141368362509954,1,0,16.0,58.0,87.0,38.0,Medium
36.0,0,1,1,7.841457096270289,1,0,12.0,101.0,75.0,47.0,Medium
28.0,0,3,3,19.501848510844656,0,0,10.0,89.0,47.0,30.0,Medium
15.0,1,1,2,18.15312551725858,0,0,0.0,155.0,14.0,32.0,Low
48.0,1,1,2,8.299707138329207,0,0,8.0,65.0,82.0,40.0,Medium
39.0,0,0,0,18.32941382128693,1,0,4.0,47.0,89.0,10.0,Low
24.0,1,3,1,12.933961551067132,0,0,11.0,65.0,86.0,12.0,Medium
25.0,1,1,3,22.55887455585308,0,0,14.0,30.0,61.0,42.0,Medium
37.0,1,3,2,5.639074538291916,0,2,6.0,144.0,74.0,49.0,Medium
,0,3,4,11.640849084601443,0,0,19.0,123.0,88.0,0.0,High
49.0,1,1,1,12.520981749890163,0,1,1.0,94.0,81.0,41.0,High
33.0,1,1,2,14.92342735335085,0,1,,179.0,71.0,38.0,High
31.0,0,0,2,7.706409323391657,0,0,17.0,178.0,58.0,11.0,High
31.0,0,3,2,4.025436891625123,0,0,11.0,43.0,11.0,42.0,Medium
31.0,1,0,4,9.862599305728864,0,2,8.0,93.0,74.0,8.0,Medium
29.0,1,3,4,12.97271460471022,0,2,8.0,99.0,9.0,16.0,High
46.0,1,1,1,2.952405304485075,0,2,9.0,161.0,73.0,12.0,High
19.0,1,1,4,12.202791100775844,0,0,5.0,178.0,50.0,32.0,Medium
28.0,1,0,4,6.578403383994072,1,2,10.0,143.0,37.0,24.0,High
18.0,0,0,0,18.874296384139917,0,2,6.0,142.0,69.0,26.0,Medium
35.0,0,2,2,11.415127253701222,0,1,17.0,18.0,47.0,15.0,Medium
45.0,1,0,0,9.276051260066367,0,1,9.0,136.0,43.0,18.0,Medium
42.0,1,0,0,9.400619397397888,1,0,14.0,63.0,56.0,44.0,Medium
18.0,1,3,4,23.646457819329456,0,1,13.0,157.0,26.0,42.0,High
35.0,0,1,2,4.668025821580178,0,0,2.0,15.0,30.0,40.0,Low
46.0,0,3,1,8.94273804392171,0,2,5.0,101.0,78.0,10.0,Medium
17.0,1,0,0,18.114392561930227,0,0,15.0,66.0,86.0,4.0,Medium
47.0,0,3,0,5.291218253656371,0,1,0.0,154.0,5.0,10.0,Low
29.0,0,1,0,18.796142246566703,0,0,18.0,74.0,33.0,33.0,Medium
28.0,1,3,3,5.016137438809287,0,2,0.0,171.0,69.0,19.0,Low
32.0,1,3,2,16.880676689218895,0,0,5.0,111.0,2.0,,Medium
42.0,1,3,3,7.401569347418419,0,2,10.0,138.0,69.0,8.0,Medium
41.0,0,2,2,18.372496935967032,0,0,10.0,98.0,84.0,16.0,Medium
35.0,1,0,1,2.062394133070524,0,2,16.0,31.0,64.0,40.0,Low
27.0,0,0,4,14.759076846707549,0,1,6.0,76.0,27.0,13.0,Medium
48.0,1,1,4,4.3917208195643305,0,2,18.0,158.0,23.0,22.0,High
32.0,0,3,1,7.067894202113511,0,2,15.0,69.0,93.0,12.0,Medium
45.0,1,1,2,3.979893109541032,0,1,1.0,142.0,66.0,37.0,Low
25.0,1,1,2,11.397082747970517,0,0,13.0,46.0,83.0,2.0,Medium
30.0,1,1,2,23.252138887830164,0,2,9.0,84.0,18.0,37.0,Medium
38.0,1,3,2,16.842320908622927,0,0,8.0,167.0,8.0,29.0,Medium
46.0,1,2,1,13.544994746979643,0,0,6.0,89.0,41.0,5.0,Medium
27.0,1,1,2,9.032235556838405,0,1,3.0,33.0,57.0,46.0,Low
19.0,1,0,2,17.01513699069065,0,1,,108.0,86.0,14.0,High
18.0,0,3,0,19.799202186975343,0,0,18.0,173.0,16.0,44.0,High
25.0,1,2,3,5.528887453379657,0,2,8.0,44.0,16.0,23.0,Medium
20.0,0,3,3,1.986918143660433,0,0,16.0,71.0,72.0,11.0,Medium
18.0,0,2,3,18.161366963100857,0,1,12.0,137.0,26.0,25.0,High
44.0,0,3,2,4.0457619380842935,0,2,0.0,132.0,12.0,48.0,Low
28.0,1,3,3,23.65546040349116,0,0,19.0,133.0,83.0,28.0,High
45.0,0,3,2,,0,0,0.0,23.0,66.0,14.0,Low
45.0,1,1,1,17.642226497345106,1,0,15.0,30.0,84.0,20.0,Medium
15.0,1,0,4,19.526975569921238,0,1,6.0,12.0,65.0,10.0,Low
25.0,1,1,1,14.802655393301867,0,0,4.0,43.0,87.0,40.0,Medium
48.0,1,1,2,3.4830449675145108,0,1,12.0,71.0,18.0,31.0,Medium
17.0,0,3,4,0.1089494330097675,1,2,5.0,110.0,65.0,32.0,Medium
35.0,1,1,2,14.476300179921935,0,1,2.0,107.0,51.0,6.0,Low
48.0,1,3,4,6.050813655984828,1,1,12.0,106.0,61.0,22.0,Medium
32.0,1,3,4,10.659344574993847,0,2,,86.0,86.0,28.0,Low
27.0,0,1,1,22.31448041946998,0,0,8.0,131.0,54.0,14.0,Medium
17.0,0,3,3,18.59234135963232,0,2,10.0,36.0,24.0,13.0,Medium
31.0,1,3,2,3.463639552400237,0,2,3.0,178.0,68.0,7.0,Medium
42.0,1,3,2,10.040547557219274,1,0,0.0,18.0,15.0,35.0,High
32.0,1,3,0,9.793352161310796,0,1,16.0,10.0,78.0,9.0,Low
39.0,1,3,1,1.406671631141859,0,0,15.0,139.0,20.0,28.0,High
24.0,1,0,2,23.05216163520252,0,0,7.0,82.0,94.0,41.0,Medium
35.0,1,4,4,15.78311228524908,0,1,16.0,32.0,45.0,11.0,Medium
38.0,0,2,0,18.67404716530769,1,1,4.0,75.0,60.0,15.0,Low
35.0,0,2,3,22.45846655927896,1,2,15.0,99.0,8.0,1.0,High
34.0,1,0,3,17.800994065144405,0,0,4.0,104.0,40.0,18.0,Medium
19.0,1,1,0,0.6184024611619954,0,0,4.0,85.0,41.0,10.0,Medium
15.0,0,3,3,1.477515728830504,0,0,18.0,67.0,8.0,11.0,Medium
32.0,0,3,3,17.121536836118597,0,0,13.0,171.0,61.0,1.0,High
30.0,0,0,1,13.58858806699172,0,0,11.0,66.0,92.0,5.0,Medium
25.0,1,1,0,16.080060180057338,0,0,12.0,40.0,70.0,27.0,Medium
26.0,0,3,3,17.503764635152457,0,1,14.0,135.0,,4.0,High
42.0,0,1,4,11.903203942133878,0,1,3.0,46.0,45.0,34.0,Low
31.0,1,3,0,8.867080466074057,0,1,11.0,67.0,14.0,27.0,Medium
33.0,0,3,4,4.214271129776925,1,2,0.0,140.0,59.0,23.0,Low
22.0,1,0,1,2.3320327312088835,1,0,11.0,109.0,82.0,38.0,Medium
21.0,0,3,1,16.379255038973238,1,1,10.0,110.0,24.0,10.0,Medium
35.0,1,3,0,5.77908879235628,0,0,12.0,83.0,30.0,25.0,Medium
39.0,1,0,1,6.1845410898483495,0,2,19.0,174.0,40.0,39.0,High
30.0,0,3,3,6.094358229171633,0,1,18.0,78.0,2.0,,Medium
19.0,0,3,1,16.006707795599514,0,0,6.0,122.0,19.0,26.0,Medium
21.0,0,3,1,8.517280389118774,0,2,18.0,172.0,23.0,5.0,High
38.0,0,3,2,21.418903429621515,0,0,2.0,160.0,83.0,38.0,Medium
27.0,0,3,3,20.95197777178305,0,2,18.0,154.0,50.0,9.0,High
33.0,1,1,2,20.831368785443157,0,1,8.0,74.0,47.0,48.0,Medium
41.0,0,0,2,23.71901952567426,0,2,0.0,124.0,28.0,43.0,Low
,1,3,1,12.614992316025283,0,2,4.0,103.0,84.0,44.0,Medium
15.0,0,4,2,16.52585734929459,0,0,3.0,11.0,62.0,49.0,Medium
43.0,0,1,4,14.024291362027697,0,1,19.0,70.0,53.0,15.0,Medium
29.0,0,1,0,22.067055088041283,0,1,10.0,,55.0,36.0,Medium
29.0,0,0,3,12.8499389688786,0,2,6.0,135.0,44.0,14.0,Medium
31.0,0,3,0,0.1467582489977736,0,0,13.0,154.0,74.0,12.0,High
45.0,1,3,4,9.789563677553316,0,2,17.0,16.0,51.0,47.0,Medium
18.0,0,3,4,14.03205679534721,0,2,6.0,135.0,48.0,15.0,Medium
29.0,1,3,3,12.482988681719949,0,0,7.0,94.0,20.0,23.0,Medium
38.0,0,0,2,17.030558105577807,0,2,12.0,153.0,96.0,39.0,High
18.0,0,3,4,17.004241209084903,0,1,12.0,43.0,94.0,44.0,Medium
49.0,1,3,0,4.413578826002454,0,0,10.0,12.0,41.0,5.0,Low
31.0,0,3,2,2.937026093725879,0,2,13.0,127.0,71.0,41.0,High
35.0,1,0,4,6.386890362738913,0,0,1.0,,16.0,47.0,Low
40.0,0,3,2,23.23697467346526,0,2,4.0,108.0,11.0,2.0,Medium
19.0,0,0,3,19.8422921093684,1,2,10.0,149.0,10.0,43.0,High
32.0,0,3,2,5.038267797632069,0,0,18.0,130.0,62.0,46.0,High
26.0,1,0,1,1.1478448236206953,0,1,2.0,129.0,95.0,39.0,Medium
20.0,1,1,1,17.759862527860697,0,2,2.0,153.0,36.0,38.0,Medium
17.0,1,1,0,5.985042728929683,0,1,5.0,97.0,6.0,9.0,Medium
22.0,1,1,0,16.61729468639556,1,0,17.0,86.0,63.0,44.0,High
26.0,0,1,0,6.617945147266659,1,3,6.0,142.0,24.0,34.0,Medium
38.0,0,4,4,17.910968028972817,1,0,16.0,63.0,85.0,29.0,Medium
16.0,1,3,3,15.05427527210905,0,2,17.0,60.0,40.0,49.0,Medium
28.0,1,0,2,10.664278158999224,0,0,18.0,24.0,34.0,49.0,Low
46.0,1,0,4,10.14103160173267,1,2,16.0,97.0,3.0,32.0,High
42.0,1,3,0,8.482453272426271,1,0,15.0,46.0,43.0,38.0,Medium
46.0,0,3,5,11.306509461297608,0,0,18.0,109.0,69.0,44.0,High
37.0,0,3,0,2.729469336219645,0,0,4.0,121.0,14.0,11.0,Medium
23.0,0,3,3,6.140111250387351,0,0,11.0,86.0,43.0,7.0,Medium
31.0,1,3,1,7.873950745190293,0,0,3.0,139.0,41.0,35.0,Medium
17.0,1,3,1,4.972509413728255,1,1,7.0,100.0,59.0,12.0,Medium
20.0,1,3,0,8.946169289391012,0,2,16.0,103.0,76.0,32.0,High
16.0,1,3,0,18.45359267403233,0,2,0.0,64.0,34.0,21.0,Low
17.0,1,3,1,17.26719883831077,0,1,18.0,174.0,11.0,4.0,High
28.0,0,3,3,21.091445055903364,0,1,4.0,144.0,31.0,41.0,Medium
40.0,1,0,1,2.238795313624119,0,0,13.0,13.0,69.0,40.0,High
47.0,0,1,2,20.053803390664108,0,1,11.0,35.0,18.0,42.0,Medium
32.0,0,3,1,13.832023878921497,1,1,5.0,153.0,42.0,21.0,Medium
25.0,0,0,0,8.556951612911387,1,2,8.0,61.0,33.0,34.0,Medium
15.0,1,3,4,8.097432909949454,0,1,18.0,174.0,55.0,3.0,High
32.0,0,3,4,0.681722254203792,0,0,10.0,54.0,27.0,4.0,Medium
40.0,1,3,0,12.714554850904992,0,0,5.0,14.0,,41.0,Low
48.0,1,3,4,3.5952172859721507,0,0,10.0,37.0,8.0,4.0,Medium
33.0,0,3,4,5.737402867281813,0,0,17.0,74.0,10.0,25.0,High
22.0,1,3,4,9.408281496110558,0,0,3.0,46.0,98.0,22.0,Low
25.0,1,0,4,17.416220084787042,0,1,16.0,87.0,75.0,20.0,High
33.0,1,0,0,14.22828095939383,0,1,5.0,33.0,66.0,40.0,Low
28.0,0,1,0,8.157922109420486,1,2,7.0,23.0,10.0,0.0,Low
17.0,2,3,0,6.00507227775576,1,0,7.0,90.0,28.0,33.0,Medium
22.0,0,2,1,12.162290154691512,0,0,13.0,80.0,89.0,18.0,Medium
16.0,1,1,3,14.760932169394376,0,2,10.0,89.0,29.0,42.0,Low
26.0,0,3,2,14.465529026154554,0,1,2.0,30.0,74.0,15.0,Low
49.0,1,3,5,11.573217187344882,0,1,12.0,67.0,22.0,23.0,Medium
31.0,1,3,0,15.098663912892372,0,0,4.0,,72.0,28.0,Medium
18.0,0,4,4,18.265754162002175,1,0,0.0,166.0,53.0,10.0,Low
31.0,1,0,1,8.190954687858188,0,0,7.0,136.0,83.0,14.0,Medium
27.0,1,1,1,20.91132667770933,1,0,15.0,146.0,25.0,31.0,High
33.0,0,2,5,19.01654959619157,0,1,4.0,77.0,62.0,1.0,Low
38.0,1,3,0,20.23726719858418,0,2,13.0,105.0,70.0,40.0,High
17.0,0,0,0,18.19183861324127,0,0,18.0,76.0,67.0,28.0,High
26.0,1,3,0,12.780576947217597,1,0,4.0,116.0,39.0,19.0,Medium
39.0,1,1,4,7.464988853794708,0,1,13.0,34.0,35.0,1.0,Medium
43.0,0,3,3,6.438123573091626,0,2,10.0,59.0,46.0,24.0,Medium
33.0,2,3,1,20.51137616185826,0,0,2.0,63.0,93.0,16.0,Low
48.0,1,1,0,7.876589951725896,0,0,11.0,61.0,66.0,47.0,Medium
48.0,1,3,1,2.5818511614906194,0,0,3.0,45.0,99.0,1.0,Low
30.0,1,3,0,11.745435366691725,1,1,5.0,16.0,64.0,49.0,Low
15.0,1,3,4,9.633498176940254,0,0,2.0,141.0,55.0,21.0,Medium
17.0,0,1,4,9.598189971733223,0,1,4.0,64.0,19.0,41.0,Low
49.0,1,0,2,17.594568033666402,0,2,7.0,57.0,48.0,8.0,Medium
27.0,0,1,1,1.9704877226670647,0,2,9.0,81.0,36.0,38.0,Medium
37.0,1,1,0,4.204396035384874,0,1,7.0,72.0,35.0,38.0,Medium
27.0,1,0,2,7.413653632604743,0,1,10.0,121.0,88.0,10.0,Medium
32.0,1,3,1,17.861702772726595,0,0,10.0,121.0,34.0,6.0,Medium
15.0,0,0,0,16.04238471371995,0,0,3.0,75.0,2.0,39.0,Low
36.0,1,3,2,13.104577138405334,0,0,9.0,130.0,7.0,15.0,Medium
25.0,1,2,1,12.53932372775937,0,1,3.0,126.0,29.0,29.0,Medium
37.0,1,1,3,7.765114269241444,0,0,6.0,101.0,49.0,32.0,Medium
27.0,1,0,0,,0,2,4.0,120.0,53.0,5.0,Medium
39.0,1,1,2,22.233749335116944,0,0,13.0,152.0,8.0,12.0,High
31.0,0,2,0,11.922009178349956,0,0,15.0,54.0,69.0,10.0,Medium
42.0,0,1,3,10.594738676638698,1,0,14.0,97.0,70.0,30.0,High
25.0,0,3,2,10.390379931610449,1,2,19.0,91.0,25.0,49.0,High
34.0,1,3,4,23.77786829619229,0,0,6.0,170.0,62.0,26.0,Medium
47.0,1,2,0,8.099423237956572,0,0,8.0,31.0,12.0,10.0,Low
40.0,0,3,1,1.053045486751448,1,1,13.0,95.0,89.0,43.0,High
43.0,1,0,5,21.97264712322356,0,2,8.0,76.0,32.0,17.0,Medium
34.0,1,3,3,13.096373893447474,1,2,18.0,173.0,38.0,6.0,High
29.0,1,1,1,6.825727145217602,0,0,9.0,129.0,52.0,11.0,Medium
30.0,0,1,3,13.054318242392128,0,0,19.0,110.0,20.0,30.0,High
45.0,0,1,4,6.5027157116663865,0,0,8.0,127.0,75.0,14.0,Medium
32.0,0,0,3,2.880048056609814,1,1,12.0,23.0,71.0,43.0,Medium
28.0,0,3,0,11.50791498967482,0,2,6.0,133.0,61.0,18.0,Medium
39.0,0,1,2,9.523371343149517,0,2,4.0,26.0,68.0,1.0,Low
35.0,1,0,1,10.9096205243314,1,0,18.0,81.0,34.0,11.0,High
37.0,1,0,1,20.23285933994229,1,2,17.0,128.0,55.0,5.0,High
35.0,0,3,4,9.537134812655571,0,0,19.0,168.0,10.0,46.0,High
23.0,1,2,3,23.13780450655876,0,0,12.0,61.0,60.0,19.0,Medium
35.0,1,3,1,14.157477193801949,0,0,17.0,159.0,75.0,2.0,High
19.0,1,3,2,19.117334774246032,0,2,1.0,143.0,13.0,34.0,Low
21.0,1,3,1,17.84178851283546,0,0,16.0,179.0,66.0,41.0,Medium
34.0,0,3,1,4.821830975857354,0,0,10.0,85.0,71.0,46.0,Medium
21.0,1,1,1,0.0593281305666888,0,2,19.0,42.0,1.0,40.0,Medium
19.0,1,1,3,4.57385819599909,0,2,9.0,19.0,12.0,29.0,Medium
23.0,0,3,3,11.742707724388527,0,0,8.0,51.0,53.0,24.0,Medium
17.0,0,1,2,3.654128479123095,0,0,6.0,83.0,79.0,25.0,Medium
34.0,1,0,1,19.697540579015183,0,0,14.0,104.0,82.0,,High
46.0,0,0,3,3.536595339797289,0,1,4.0,42.0,82.0,3.0,Low
37.0,1,1,0,16.699936022727265,1,0,19.0,136.0,72.0,33.0,High
42.0,0,0,0,2.2200747816222317,0,0,16.0,55.0,4.0,21.0,Medium
43.0,0,2,1,7.849466962173095,0,2,8.0,161.0,34.0,23.0,Medium
15.0,1,3,0,21.149360181858675,0,2,17.0,19.0,35.0,20.0,Medium
18.0,1,0,2,15.412941379520827,1,1,18.0,169.0,89.0,42.0,High
36.0,1,1,0,3.464682854559963,0,0,9.0,31.0,2.0,13.0,Medium
21.0,1,3,4,14.488349127137235,0,0,16.0,63.0,94.0,31.0,Medium
30.0,1,3,2,21.46047883476253,0,1,13.0,109.0,84.0,25.0,High
21.0,1,1,0,22.247101441823038,0,0,16.0,43.0,19.0,48.0,Medium
37.0,1,0,2,1.7362166830038124,1,1,11.0,27.0,40.0,47.0,Medium
38.0,1,1,1,12.613481412969154,1,0,0.0,134.0,93.0,9.0,Low
37.0,0,1,4,16.435960231780026,0,1,2.0,88.0,,18.0,Low
45.0,1,0,4,5.199855942970026,1,2,19.0,52.0,11.0,0.0,Medium
34.0,1,1,0,21.211483868845868,0,2,0.0,21.0,33.0,42.0,Low
21.0,1,1,4,17.925885888716813,0,2,8.0,149.0,31.0,3.0,Medium
18.0,1,3,1,3.777490406989552,0,2,0.0,93.0,2.0,31.0,Low
39.0,0,3,2,4.603956106264071,0,0,10.0,97.0,74.0,10.0,Medium
26.0,0,3,3,5.389136182685357,0,0,19.0,67.0,83.0,31.0,Medium
34.0,1,3,1,9.719706454495531,1,0,2.0,98.0,22.0,15.0,Low
42.0,0,3,4,6.303852976899038,0,0,9.0,117.0,70.0,5.0,Medium
39.0,0,3,2,17.960325640872686,0,1,11.0,52.0,6.0,32.0,Medium
23.0,0,0,4,17.113586575542342,0,0,9.0,150.0,53.0,3.0,Medium
